COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-17 13:01:09","488352","15.07205501","0.0001278","53.2165","254.9199","94.052","266.0617","0","999","3662","0.00010146","0.00001261","0","3910633","0 STARLINK-5022","1 53903U 22119T   23137.54247093  .00001261  00000-0  10146-3 0  9990","2 53903  53.2165 254.9199 0001278  94.0520 266.0617 15.07205501 36622","2022-119T","53903","6922.881","95.541","545.631","543.861","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-18 12:53:30","185088","15.07200021","0.0001241","53.2165","250.4655","107.1141","252.9987","0","999","3635","0.000019395","0.00000012","0","3910966","0 STARLINK-5022","1 53903U 22119T   23138.53715492  .00000012  00000-0  19395-4 0  9992","2 53903  53.2165 250.4655 0001241 107.1141 252.9987 15.07200021 36351","2022-119T","53903","6922.898","95.541","545.622","543.904","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-19 17:32:19","503456","15.0719045","0.0001183","53.217","245.1283","50.3185","309.7911","0","999","3653","-0.000046842","-0.00000996","0","3912051","0 STARLINK-5022","1 53903U 22119T   23139.73078129 -.00000996  00000-0 -46842-4 0  9994","2 53903  53.2170 245.1283 0001183  50.3185 309.7911 15.07190450 36539","2022-119T","53903","6922.927","95.542","545.611","543.973","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-19 17:32:19","503456","15.0719045","0.0001183","53.217","245.1283","50.3185","309.7911","0","999","3695","-0.000046842","-0.00000996","0","3912278","0 STARLINK-5022","1 53903U 22119T   23139.73078129 -.00000996  00000-0 -46842-4 0  9994","2 53903  53.2170 245.1283 0001183  50.3185 309.7911 15.07190450 36955","2022-119T","53903","6922.927","95.542","545.611","543.973","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-19 23:54:18","377856","15.07173317","0.0000907","53.216","243.9344","116.1735","243.935","0","999","3657","-0.00019284","-0.00003215","0","3912292","0 STARLINK-5022","1 53903U 22119T   23139.99604604 -.00003215  00000-0 -19284-3 0  9991","2 53903  53.2160 243.9344 0000907 116.1735 243.9350 15.07173317 36570","2022-119T","53903","6922.979","95.543","545.472","544.217","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-20 11:02:42","149184","15.07200589","0.0001159","53.2161","241.8565","97.8032","262.3091","0","999","3664","0.0001131","0.00001439","0","3912665","0 STARLINK-5022","1 53903U 22119T   23140.46021006  .00001439  00000-0  11310-3 0  9990","2 53903  53.2161 241.8565 0001159  97.8032 262.3091 15.07200589 36645","2022-119T","53903","6922.896","95.541","545.563","543.959","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-20 14:13:40","376352","15.07209776","0.0001205","53.2162","241.2623","92.8038","267.3092","0","999","3666","0.00014274","0.0000189","0","3912918","0 STARLINK-5022","1 53903U 22119T   23140.59282843  .00001890  00000-0  14274-3 0  9995","2 53903  53.2162 241.2623 0001205  92.8038 267.3092 15.07209776 36663","2022-119T","53903","6922.868","95.541","545.567","543.899","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-20 14:13:40","376352","15.07209776","0.0001205","53.2162","241.2623","92.8038","267.3092","0","999","3708","0.00014274","0.0000189","0","3913175","0 STARLINK-5022","1 53903U 22119T   23140.59282843  .00001890  00000-0  14274-3 0  9995","2 53903  53.2162 241.2623 0001205  92.8038 267.3092 15.07209776 37080","2022-119T","53903","6922.868","95.541","545.567","543.899","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-21 09:19:09","330816","15.07483921","0.0001403","53.216","237.6975","95.0635","265.0517","0","999","3678","0.0024605","0.00037655","0","3913514","0 STARLINK-5022","1 53903U 22119T   23141.38830244  .00037655  00000-0  24605-2 0  9993","2 53903  53.2160 237.6975 0001403  95.0635 265.0517 15.07483921 36784","2022-119T","53903","6922.028","95.523","544.865","542.922","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-21 14:05:29","528448","15.07550246","0.0001322","53.2166","236.8046","82.5008","277.6134","0","999","3723","0.0028641","0.00043998","0","3913738","0 STARLINK-5022","1 53903U 22119T   23141.58714732  .00043998  00000-0  28641-2 0  9999","2 53903  53.2166 236.8046 0001322  82.5008 277.6134 15.07550246 37235","2022-119T","53903","6921.825","95.519","544.606","542.775","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-21 15:40:51","197376","15.07637002","0.0001381","53.2172","236.507","111.451","248.6629","0","999","3682","0.0035603","0.00054977","0","3913783","0 STARLINK-5022","1 53903U 22119T   23141.65337034  .00054977  00000-0  35603-2 0  9998","2 53903  53.2172 236.5070 0001381 111.4510 248.6629 15.07637002 36828","2022-119T","53903","6921.560","95.514","544.381","542.469","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-21 22:02:33","667008","15.07761818","0.0001605","53.2169","235.3194","90.7097","269.4078","0","999","3728","0.0044045","0.00068443","0","3914061","0 STARLINK-5022","1 53903U 22119T   23141.91844522  .00068443  00000-0  44045-2 0  9995","2 53903  53.2169 235.3194 0001605  90.7097 269.4078 15.07761818 37289","2022-119T","53903","6921.178","95.506","544.154","541.932","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-21 23:37:54","494400","15.07846408","0.0001297","53.2166","235.0229","97.407","262.7069","0","999","3687","0.0054448","0.00085071","0","3914129","0 STARLINK-5022","1 53903U 22119T   23141.98465850  .00085071  00000-0  54448-2 0  9999","2 53903  53.2166 235.0229 0001297  97.4070 262.7069 15.07846408 36873","2022-119T","53903","6920.919","95.500","543.682","541.886","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-22 09:10:37","511040","15.08165586","0.0001767","53.2149","233.2401","98.0214","262.0979","0","999","3693","0.01014","0.00161813","0","3914451","0 STARLINK-5022","1 53903U 22119T   23142.38237860  .00161813  00000-0  10140-1 0  9991","2 53903  53.2149 233.2401 0001767  98.0214 262.0979 15.08165586 36937","2022-119T","53903","6919.943","95.480","543.030","540.585","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-22 12:21:26","19072","15.08234627","0.0000775","53.2186","232.643","129.6362","230.4698","0","999","3737","0.010472","0.00167574","0","3914693","0 STARLINK-5022","1 53903U 22119T   23142.51488448  .00167574  00000-0  10472-1 0  9994","2 53903  53.2186 232.6430 0000775 129.6362 230.4698 15.08234627 37375","2022-119T","53903","6919.731","95.476","542.133","541.060","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-22 22:00:00","999936","15.08840104","0.000153","53.2151","230.8419","87.7093","295.7773","0","999","3701","-0.0021301","-0.00034029","0","3914724","0 STARLINK-5022","1 53903U 22119T   23142.91667824 -.00034029  00000-0 -21301-2 0  9999","2 53903  53.2151 230.8419 0001530  87.7093 295.7773 15.08840104 37011","2022-119T","53903","6917.880","95.438","540.804","538.687","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-23 06:00:00","999648","15.08840115","0.0001563","53.2153","229.3448","91.4732","303.6104","0","999","3706","0.0022175","0.0003518","0","3914993","0 STARLINK-5022","1 53903U 22119T   23143.25001157  .00035180  00000-0  22175-2 0  9995","2 53903  53.2153 229.3448 0001563  91.4732 303.6104 15.08840115 37060","2022-119T","53903","6917.880","95.438","540.826","538.664","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-23 22:00:00","999936","15.08843335","0.0001503","53.2153","226.3526","88.7874","329.4928","0","999","3716","-0.00083131","-0.00013495","0","3915593","0 STARLINK-5022","1 53903U 22119T   23143.91667824 -.00013495  00000-0 -83131-3 0  9994","2 53903  53.2153 226.3526 0001503  88.7874 329.4928 15.08843335 37162","2022-119T","53903","6917.870","95.437","540.775","538.695","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-24 06:00:00","999648","15.08816959","0.0001665","53.2155","224.8555","94.9099","335.0556","0","999","3721","0.00064088","0.0000992","0","3915801","0 STARLINK-5022","1 53903U 22119T   23144.25001157  .00009920  00000-0  64088-3 0  9999","2 53903  53.2155 224.8555 0001665  94.9099 335.0556 15.08816959 37214","2022-119T","53903","6917.951","95.439","540.968","538.664","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-24 14:00:01","999872","15.08819981","0.0001087","53.2154","223.3609","91.7232","349.824","0","999","3726","0.00051183","0.00007863","0","3916115","0 STARLINK-5022","1 53903U 22119T   23144.58335648  .00007863  00000-0  51183-3 0  9996","2 53903  53.2154 223.3609 0001087  91.7232 349.8240 15.08819981 37265","2022-119T","53903","6917.942","95.439","540.559","539.055","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-24 22:00:00","999936","15.08821594","0.0000946","53.2154","221.8634","100.7759","352.2602","0","999","130","-0.00088183","-0.00014287","0","3916549","0 STARLINK-5022","1 53903U 22119T   23144.91667824 -.00014287  00000-0 -88183-3 0  9997","2 53903  53.2154 221.8634 0000946 100.7759 352.2602 15.08821594  1303","2022-119T","53903","6917.937","95.439","540.456","539.147","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-25 06:00:00","999648","15.08821872","0.0000992","53.2156","220.3666","107.5045","357.0881","0","999","3736","0.00064734","0.00010024","0","3916574","0 STARLINK-5022","1 53903U 22119T   23145.25001157  .00010024  00000-0  64734-3 0  9995","2 53903  53.2156 220.3666 0000992 107.5045 357.0881 15.08821872 37364","2022-119T","53903","6917.936","95.439","540.487","539.115","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-25 14:00:01","224","15.08815168","0.0000915","53.2155","218.8719","91.7611","24.4184","0","999","130","0.0022294","0.00035347","0","3916775","0 STARLINK-5022","1 53903U 22119T   23145.58334491  .00035347  00000-0  22294-2 0  9990","2 53903  53.2155 218.8719 0000915  91.7611  24.4184 15.08815168  1309","2022-119T","53903","6917.956","95.439","540.454","539.188","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-26 00:00:02","160","15.08827608","0.0000843","53.2153","216.9997","105.3122","115.4174","0","999","130","0.0022604","0.00035857","0","3917122","0 STARLINK-5022","1 53903U 22119T   23146.00002315  .00035857  00000-0  22604-2 0  9996","2 53903  53.2153 216.9997 0000843 105.3122 115.4174 15.08827608  1305","2022-119T","53903","6917.918","95.438","540.366","539.200","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-26 11:44:39","394176","15.08833869","0.0001026","53.2166","214.8074","105.4662","254.6443","0","999","3797","0.00018398","0.00002641","0","3917630","0 STARLINK-5022","1 53903U 22119T   23146.48934484  .00002641  00000-0  18398-3 0  9990","2 53903  53.2166 214.8074 0001026 105.4662 254.6443 15.08833869 37979","2022-119T","53903","6917.899","95.438","540.474","539.054","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-27 13:10:49","583136","15.0884103","0.0000886","53.2163","210.0425","90.2701","269.8393","0","999","3771","0.00020521","0.0000298","0","3918517","0 STARLINK-5022","1 53903U 22119T   23147.54918499  .00002980  00000-0  20521-3 0  9993","2 53903  53.2163 210.0425 0000886  90.2701 269.8393 15.08841030 37715","2022-119T","53903","6917.877","95.437","540.355","539.129","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-27 21:07:45","385824","15.08841177","0.0000875","53.2158","208.5578","92.6388","267.4705","0","999","3818","0.00013974","0.00001937","0","3918755","0 STARLINK-5022","1 53903U 22119T   23147.88038641  .00001937  00000-0  13974-3 0  9997","2 53903  53.2158 208.5578 0000875  92.6388 267.4705 15.08841177 38180","2022-119T","53903","6917.877","95.437","540.347","539.136","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-28 20:58:31","877184","15.08848325","0.0000937","53.2167","204.0969","91.5815","268.5285","0","999","3833","0.000077805","0.00000951","0","3919546","0 STARLINK-5022","1 53903U 22119T   23148.87398006  .00000951  00000-0  77805-4 0  9990","2 53903  53.2167 204.0969 0000937  91.5815 268.5285 15.08848325 38331","2022-119T","53903","6917.855","95.437","540.368","539.072","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-29 03:20:04","373664","15.08846914","0.0000909","53.2157","202.9082","91.0308","269.0788","0","999","3795","0.0000739","0.00000889","0","3919577","0 STARLINK-5022","1 53903U 22119T   23149.13893951  .00000889  00000-0  73900-4 0  9991","2 53903  53.2157 202.9082 0000909  91.0308 269.0788 15.08846914 37957","2022-119T","53903","6917.859","95.437","540.353","539.095","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-29 09:41:36","731904","15.08848018","0.0000913","53.2158","201.719","89.6802","270.4295","0","999","3841","0.000075578","0.00000916","0","3920065","0 STARLINK-5022","1 53903U 22119T   23149.40389736  .00000916  00000-0  75578-4 0  9996","2 53903  53.2158 201.7190 0000913  89.6802 270.4295 15.08848018 38410","2022-119T","53903","6917.856","95.437","540.352","539.089","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-29 20:49:18","765984","15.08844802","0.0000914","53.2159","199.6377","87.5011","272.6086","0","999","3848","0.000041155","0.00000367","0","3920354","0 STARLINK-5022","1 53903U 22119T   23149.86757831  .00000367  00000-0  41155-4 0  9995","2 53903  53.2159 199.6377 0000914  87.5011 272.6086 15.08844802 38489","2022-119T","53903","6917.866","95.437","540.363","539.098","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-30 07:57:01","245888","15.08837137","0.0000961","53.2158","197.5566","86.8384","273.2718","0","999","3813","-0.000016653","-0.00000553","0","3920739","0 STARLINK-5022","1 53903U 22119T   23150.33126442 -.00000553  00000-0 -16653-4 0  9991","2 53903  53.2158 197.5566 0000961  86.8384 273.2718 15.08837137 38136","2022-119T","53903","6917.889","95.438","540.419","539.089","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-30 09:32:24","396576","15.08837717","0.0000971","53.216","197.2598","83.6417","276.4686","0","999","3856","-0.000029186","-0.00000752","0","3920920","0 STARLINK-5022","1 53903U 22119T   23150.39750459 -.00000752  00000-0 -29186-4 0  9994","2 53903  53.2160 197.2598 0000971  83.6417 276.4686 15.08837717 38564","2022-119T","53903","6917.887","95.438","540.424","539.081","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-30 20:40:06","203424","15.08839247","0.0000967","53.2159","195.178","83.5024","276.6078","0","999","3863","-0.0000087434","-0.00000427","0","3921192","0 STARLINK-5022","1 53903U 22119T   23150.86118291 -.00000427  00000-0 -87434-5 0  9998","2 53903  53.2159 195.1780 0000967  83.5024 276.6078 15.08839247 38635","2022-119T","53903","6917.883","95.438","540.417","539.079","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-05-31 07:47:48","109632","15.08839237","0.0000922","53.2156","193.096","84.3135","275.7963","0","999","3870","0.0000061343","-0.0000019","0","3921767","0 STARLINK-5022","1 53903U 22119T   23151.32486238 -.00000190  00000-0  61343-5 0  9996","2 53903  53.2156 193.0960 0000922  84.3135 275.7963 15.08839237 38702","2022-119T","53903","6917.883","95.438","540.386","539.110","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-01 02:52:25","635360","15.08837092","0.0000841","53.2155","189.5267","91.3318","268.7771","0","999","3840","0.000090458","0.00001152","0","3922062","0 STARLINK-5022","1 53903U 22119T   23152.11974115  .00001152  00000-0  90458-4 0  9996","2 53903  53.2155 189.5267 0000841  91.3318 268.7771 15.08837092 38405","2022-119T","53903","6917.889","95.438","540.336","539.172","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-01 09:13:58","45440","15.08840268","0.0000885","53.2155","188.3377","83.5466","276.5627","0","999","3886","0.00011045","0.00001471","0","3922365","0 STARLINK-5022","1 53903U 22119T   23152.38469960  .00001471  00000-0  11045-3 0  9990","2 53903  53.2155 188.3377 0000885  83.5466 276.5627 15.08840268 38865","2022-119T","53903","6917.880","95.438","540.357","539.132","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-02 02:43:13","604160","15.08829479","0.0000966","53.2152","185.0671","76.3644","283.7456","0","999","3855","-0.0000069409","-0.00000398","0","3922867","0 STARLINK-5022","1 53903U 22119T   23153.11335190 -.00000398  00000-0 -69409-5 0  9997","2 53903  53.2152 185.0671 0000966  76.3644 283.7456 15.08829479 38558","2022-119T","53903","6917.913","95.438","540.446","539.109","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-02 07:29:23","394912","15.08825481","0.0000897","53.2155","184.1746","80.9655","279.1439","0","999","3900","-0.000043875","-0.00000986","0","3923342","0 STARLINK-5022","1 53903U 22119T   23153.31207633 -.00000986  00000-0 -43875-4 0  9990","2 53903  53.2155 184.1746 0000897  80.9655 279.1439 15.08825481 39000","2022-119T","53903","6917.925","95.438","540.410","539.169","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-02 18:37:05","540448","15.08827298","0.0000944","53.2161","182.0945","96.927","263.1829","0","999","3907","-0.000044249","-0.00000992","0","3923570","0 STARLINK-5022","1 53903U 22119T   23153.77575857 -.00000992  00000-0 -44249-4 0  9999","2 53903  53.2161 182.0945 0000944  96.9270 263.1829 15.08827298 39079","2022-119T","53903","6917.919","95.438","540.437","539.131","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-03 10:30:56","908224","15.08831862","0.0000886","53.2157","179.1192","81.5064","278.6029","0","999","3875","-0.000014539","-0.00000519","0","3923813","0 STARLINK-5022","1 53903U 22119T   23154.43815866 -.00000519  00000-0 -14539-4 0  9994","2 53903  53.2157 179.1192 0000886  81.5064 278.6029 15.08831862 38750","2022-119T","53903","6917.905","95.438","540.383","539.157","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-03 10:30:56","908224","15.08831862","0.0000886","53.2157","179.1192","81.5064","278.6029","0","999","3917","-0.000014539","-0.00000519","0","3924076","0 STARLINK-5022","1 53903U 22119T   23154.43815866 -.00000519  00000-0 -14539-4 0  9994","2 53903  53.2157 179.1192 0000886  81.5064 278.6029 15.08831862 39177","2022-119T","53903","6917.905","95.438","540.383","539.157","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-03 18:27:52","488864","15.0883724","0.0000844","53.2159","177.632","80.7264","279.3824","0","999","3922","-0.000051827","-0.00001112","0","3924324","0 STARLINK-5022","1 53903U 22119T   23154.76935751 -.00001112  00000-0 -51827-4 0  9997","2 53903  53.2159 177.6320 0000844  80.7264 279.3824 15.08837240 39225","2022-119T","53903","6917.889","95.438","540.338","539.170","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-04 10:21:44","199648","15.08830168","0.0000837","53.2159","174.6581","79.6806","280.4281","0","999","3932","0.00011609","0.0000156","0","3924842","0 STARLINK-5022","1 53903U 22119T   23155.43176157  .00001560  00000-0  11609-3 0  9997","2 53903  53.2159 174.6581 0000837  79.6806 280.4281 15.08830168 39325","2022-119T","53903","6917.910","95.438","540.354","539.196","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-05 02:15:35","478432","15.08836446","0.0000802","53.2157","171.6848","79.8351","280.2732","0","999","3900","0.00010679","0.00001412","0","3925215","0 STARLINK-5022","1 53903U 22119T   23156.09416063  .00001412  00000-0  10679-3 0  9995","2 53903  53.2157 171.6848 0000802  79.8351 280.2732 15.08836446 39004","2022-119T","53903","6917.891","95.438","540.311","539.201","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-05 10:12:31","50432","15.08839665","0.000081","53.2157","170.1979","80.4603","279.6481","0","999","3947","0.00010766","0.00001426","0","3925691","0 STARLINK-5022","1 53903U 22119T   23156.42535938  .00001426  00000-0  10766-3 0  9997","2 53903  53.2157 170.1979 0000810  80.4603 279.6481 15.08839665 39470","2022-119T","53903","6917.881","95.438","540.307","539.186","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-05 18:09:26","515296","15.08842958","0.0000784","53.2156","168.7111","83.8341","276.274","0","999","3952","0.00011916","0.00001609","0","3925751","0 STARLINK-5022","1 53903U 22119T   23156.75655689  .00001609  00000-0  11916-3 0  9990","2 53903  53.2156 168.7111 0000784  83.8341 276.2740 15.08842958 39522","2022-119T","53903","6917.871","95.437","540.279","539.194","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-06 00:30:58","882176","15.08845561","0.0000797","53.2157","167.5217","81.62","278.4882","0","999","3914","0.00011777","0.00001587","0","3925791","0 STARLINK-5022","1 53903U 22119T   23157.02151484  .00001587  00000-0  11777-3 0  9995","2 53903  53.2157 167.5217 0000797  81.6200 278.4882 15.08845561 39143","2022-119T","53903","6917.863","95.437","540.280","539.177","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-06 06:52:31","202400","15.08848872","0.0000805","53.216","166.3324","80.9414","279.167","0","999","3960","0.00012529","0.00001707","0","3926325","0 STARLINK-5022","1 53903U 22119T   23157.28647225  .00001707  00000-0  12529-3 0  9996","2 53903  53.2160 166.3324 0000805  80.9414 279.1670 15.08848872 39604","2022-119T","53903","6917.853","95.437","540.275","539.161","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-07 06:43:19","883136","15.08826621","0.0000842","53.2161","161.8721","72.9084","287.2001","0","999","3933","-0.00011001","-0.00002037","0","3926949","0 STARLINK-5022","1 53903U 22119T   23158.28009124 -.00002037  00000-0 -11001-3 0  9990","2 53903  53.2161 161.8721 0000842  72.9084 287.2001 15.08826621 39337","2022-119T","53903","6917.921","95.438","540.369","539.204","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-07 06:43:19","883136","15.08826621","0.0000842","53.2161","161.8721","72.9084","287.2001","0","999","3975","-0.00011001","-0.00002037","0","3927174","0 STARLINK-5022","1 53903U 22119T   23158.28009124 -.00002037  00000-0 -11001-3 0  9990","2 53903  53.2161 161.8721 0000842  72.9084 287.2001 15.08826621 39753","2022-119T","53903","6917.921","95.438","540.369","539.204","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-07 17:51:01","771200","15.08830567","0.000087","53.216","159.7908","71.9797","288.129","0","999","3982","-0.000076869","-0.0000151","0","3927436","0 STARLINK-5022","1 53903U 22119T   23158.74377050 -.00001510  00000-0 -76869-4 0  9996","2 53903  53.2160 159.7908 0000870  71.9797 288.1290 15.08830567 39828","2022-119T","53903","6917.909","95.438","540.376","539.172","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-08 00:12:34","164864","15.08834095","0.000085","53.2161","158.6012","67.1384","292.9698","0","999","3944","-0.000055918","-0.00001177","0","3927488","0 STARLINK-5022","1 53903U 22119T   23159.00872876 -.00001177  00000-0 -55918-4 0  9993","2 53903  53.2161 158.6012 0000850  67.1384 292.9698 15.08834095 39443","2022-119T","53903","6917.898","95.438","540.351","539.175","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-08 06:34:06","639744","15.08836285","0.0000862","53.216","157.4116","68.4046","291.7038","0","999","3990","-0.000026878","-0.00000715","0","3928007","0 STARLINK-5022","1 53903U 22119T   23159.27368796 -.00000715  00000-0 -26878-4 0  9993","2 53903  53.2160 157.4116 0000862  68.4046 291.7038 15.08836285 39905","2022-119T","53903","6917.892","95.438","540.353","539.160","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-09 00:03:20","658816","15.08850445","0.0000906","53.2158","154.1406","54.6329","305.4748","0","999","3959","-0.0001185","-0.00002174","0","3928243","0 STARLINK-5022","1 53903U 22119T   23160.00232244 -.00002174  00000-0 -11850-3 0  9998","2 53903  53.2158 154.1406 0000906  54.6329 305.4748 15.08850445 39598","2022-119T","53903","6917.848","95.437","540.340","539.087","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-06-09 06:24:53","55936","15.08850953","0.0001039","53.2158","152.9513","55.3673","304.7417","0","999","4005","-0.000064563","-0.00001315","0","3928876","0 STARLINK-5022","1 53903U 22119T   23160.26728074 -.00001315  00000-0 -64563-4 0  9993","2 53903  53.2158 152.9513 0001039  55.3673 304.7417 15.08850953 40053","2022-119T","53903","6917.847","95.437","540.431","538.993","0"
