COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-04 07:49:38","445024","15.08829562","0.0002028","53.2179","132.8749","60.9822","299.1373","0","999","1609","0.000021827","0.00000059","0","3731507","0 STARLINK-5022","1 53903U 22119T   23004.32613941  .00000059  00000-0  21827-4 0  9991","2 53903  53.2179 132.8749 0002028  60.9822 299.1373 15.08829562 16098","2022-119T","53903","6917.912","95.438","541.180","538.374","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-04 07:49:38","445024","15.08829562","0.0002028","53.2179","132.8749","60.9822","299.1373","0","999","1651","0.000021827","0.00000059","0","3731823","0 STARLINK-5022","1 53903U 22119T   23004.32613941  .00000059  00000-0  21827-4 0  9991","2 53903  53.2179 132.8749 0002028  60.9822 299.1373 15.08829562 16515","2022-119T","53903","6917.912","95.438","541.180","538.374","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-04 14:11:10","440384","15.08839542","0.0002018","53.2182","131.6866","67.3112","292.8093","0","999","1613","0.000034358","0.00000259","0","3731934","0 STARLINK-5022","1 53903U 22119T   23004.59109306  .00000259  00000-0  34358-4 0  9990","2 53903  53.2182 131.6866 0002018  67.3112 292.8093 15.08839542 16134","2022-119T","53903","6917.882","95.438","541.143","538.351","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-04 15:46:33","495168","15.08842382","0.0002169","53.2184","131.3896","59.7822","300.3385","0","999","1656","0.000015798","-0.00000037","0","3732134","0 STARLINK-5022","1 53903U 22119T   23004.65733212 -.00000037  00000-0  15798-4 0  9998","2 53903  53.2184 131.3896 0002169  59.7822 300.3385 15.08842382 16568","2022-119T","53903","6917.873","95.437","541.239","538.238","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-05 01:18:52","124544","15.08844767","0.0001942","53.2185","129.6042","63.7283","296.3908","0","999","1662","0.0000054515","-0.00000201","0","3732939","0 STARLINK-5022","1 53903U 22119T   23005.05476996 -.00000201  00000-0  54515-5 0  9990","2 53903  53.2185 129.6042 0001942  63.7283 296.3908 15.08844767 16627","2022-119T","53903","6917.866","95.437","541.074","538.387","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-05 17:12:43","621920","15.08842275","0.0001915","53.2186","126.6311","67.1318","292.9876","0","999","1672","0.000013266","-0.00000077","0","3732963","0 STARLINK-5022","1 53903U 22119T   23005.71717155 -.00000077  00000-0  13266-4 0  9996","2 53903  53.2186 126.6311 0001915  67.1318 292.9876 15.08842275 16720","2022-119T","53903","6917.873","95.437","541.063","538.414","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-05 17:12:43","621920","15.08842275","0.0001915","53.2186","126.6311","67.1318","292.9876","0","999","1630","0.000013266","-0.00000077","0","3733016","0 STARLINK-5022","1 53903U 22119T   23005.71717155 -.00000077  00000-0  13266-4 0  9996","2 53903  53.2186 126.6311 0001915  67.1318 292.9876 15.08842275 16304","2022-119T","53903","6917.873","95.437","541.063","538.414","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-06 13:52:45","304896","15.08833126","0.0001365","53.2201","122.7655","53.1594","306.9524","0","999","1643","-0.00011109","-0.00002055","0","3734071","0 STARLINK-5022","1 53903U 22119T   23006.57830214 -.00002055  00000-0 -11109-3 0  9995","2 53903  53.2201 122.7655 0001365  53.1594 306.9524 15.08833126 16435","2022-119T","53903","6917.901","95.438","540.711","538.822","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-06 13:52:45","304896","15.08833126","0.0001365","53.2201","122.7655","53.1594","306.9524","0","999","1685","-0.00011109","-0.00002055","0","3734255","0 STARLINK-5022","1 53903U 22119T   23006.57830214 -.00002055  00000-0 -11109-3 0  9995","2 53903  53.2201 122.7655 0001365  53.1594 306.9524 15.08833126 16851","2022-119T","53903","6917.901","95.438","540.711","538.822","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-07 07:21:59","353344","15.08839197","0.0001354","53.2198","119.4941","61.2902","298.8226","0","999","1654","-0.000064112","-0.00001308","0","3734830","0 STARLINK-5022","1 53903U 22119T   23007.30693696 -.00001308  00000-0 -64112-4 0  9991","2 53903  53.2198 119.4941 0001354  61.2902 298.8226 15.08839197 16546","2022-119T","53903","6917.883","95.438","540.685","538.811","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-07 13:43:31","924992","15.08838839","0.0001718","53.2176","118.3049","84.7457","275.3731","0","999","1700","-0.000084425","-0.00001631","0","3735488","0 STARLINK-5022","1 53903U 22119T   23007.57189728 -.00001631  00000-0 -84425-4 0  9994","2 53903  53.2176 118.3049 0001718  84.7457 275.3731 15.08838839 17003","2022-119T","53903","6917.884","95.438","540.937","538.560","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-08 13:34:18","713568","15.08837382","0.0001334","53.2176","113.8444","79.249","280.8652","0","999","1715","0.000046347","0.0000045","0","3736235","0 STARLINK-5022","1 53903U 22119T   23008.56549437  .00000450  00000-0  46347-4 0  9998","2 53903  53.2176 113.8444 0001334  79.2490 280.8652 15.08837382 17153","2022-119T","53903","6917.888","95.438","540.676","538.831","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-08 13:34:18","713568","15.08837382","0.0001334","53.2176","113.8444","79.249","280.8652","0","999","1673","0.000046347","0.0000045","0","3736263","0 STARLINK-5022","1 53903U 22119T   23008.56549437  .00000450  00000-0  46347-4 0  9998","2 53903  53.2176 113.8444 0001334  79.2490 280.8652 15.08837382 16736","2022-119T","53903","6917.888","95.438","540.676","538.831","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-09 13:25:06","62016","15.08835938","0.0000509","53.2177","109.3822","47.5348","312.5687","0","999","1688","0.00002679","0.00000139","0","3736998","0 STARLINK-5022","1 53903U 22119T   23009.55909794  .00000139  00000-0  26790-4 0  9998","2 53903  53.2177 109.3822 0000509  47.5348 312.5687 15.08835938 16882","2022-119T","53903","6917.893","95.438","540.110","539.406","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-09 13:25:06","62016","15.08835938","0.0000509","53.2177","109.3822","47.5348","312.5687","0","999","1730","0.00002679","0.00000139","0","3737263","0 STARLINK-5022","1 53903U 22119T   23009.55909794  .00000139  00000-0  26790-4 0  9998","2 53903  53.2177 109.3822 0000509  47.5348 312.5687 15.08835938 17300","2022-119T","53903","6917.893","95.438","540.110","539.406","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-09 16:35:52","228608","15.08836976","0.0001506","53.2181","108.7902","88.423","271.6934","0","999","1732","0.000043693","0.00000407","0","3737712","0 STARLINK-5022","1 53903U 22119T   23009.69157672  .00000407  00000-0  43693-4 0  9992","2 53903  53.2181 108.7902 0001506  88.4230 271.6934 15.08836976 17324","2022-119T","53903","6917.890","95.438","540.796","538.713","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-10 13:15:52","935264","15.08841211","0.0001111","53.217","104.9247","87.2286","272.8833","0","999","1745","0.000034214","0.00000257","0","3739038","0 STARLINK-5022","1 53903U 22119T   23010.55269601  .00000257  00000-0  34214-4 0  9997","2 53903  53.2170 104.9247 0001111  87.2286 272.8833 15.08841211 17455","2022-119T","53903","6917.877","95.437","540.510","538.973","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-10 13:15:52","935264","15.08841211","0.0001111","53.217","104.9247","87.2286","272.8833","0","999","1703","0.000034214","0.00000257","0","3739076","0 STARLINK-5022","1 53903U 22119T   23010.55269601  .00000257  00000-0  34214-4 0  9997","2 53903  53.2170 104.9247 0001111  87.2286 272.8833 15.08841211 17039","2022-119T","53903","6917.877","95.437","540.510","538.973","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-11 13:06:39","754944","15.08845432","0.0001321","53.2169","100.4634","107.4996","252.6141","0","999","1760","0.000074806","0.00000903","0","3740054","0 STARLINK-5022","1 53903U 22119T   23011.54629346  .00000903  00000-0  74806-4 0  9992","2 53903  53.2169 100.4634 0001321 107.4996 252.6141 15.08845432 17604","2022-119T","53903","6917.864","95.437","540.643","538.815","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-11 22:38:58","800768","15.08842369","0.0001273","53.218","98.6808","92.3984","267.7154","0","999","1724","0.000048706","0.00000487","0","3740568","0 STARLINK-5022","1 53903U 22119T   23011.94373612  .00000487  00000-0  48706-4 0  9995","2 53903  53.2180  98.6808 0001273  92.3984 267.7154 15.08842369 17240","2022-119T","53903","6917.873","95.437","540.619","538.858","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-12 14:32:50","375904","15.08843253","0.0001008","53.2176","95.707","94.2327","265.8781","0","999","1776","0.000012944","-0.00000082","0","3742227","0 STARLINK-5022","1 53903U 22119T   23012.60613861 -.00000082  00000-0  12944-4 0  9999","2 53903  53.2176  95.7070 0001008  94.2327 265.8781 15.08843253 17767","2022-119T","53903","6917.870","95.437","540.433","539.038","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-12 22:29:46","852512","15.08832105","0.0001132","53.2177","94.2201","82.7107","277.4014","0","999","1739","-0.000022993","-0.00000654","0","3741836","0 STARLINK-5022","1 53903U 22119T   23012.93734783 -.00000654  00000-0 -22993-4 0  9993","2 53903  53.2177  94.2201 0001132  82.7107 277.4014 15.08832105 17395","2022-119T","53903","6917.905","95.438","540.553","538.986","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-13 11:12:51","370272","15.08844237","0.000125","53.2168","91.8394","102.7675","257.3457","0","999","1747","-0.000020949","-0.00000621","0","3742924","0 STARLINK-5022","1 53903U 22119T   23013.46726123 -.00000621  00000-0 -20949-4 0  9994","2 53903  53.2168  91.8394 0001250 102.7675 257.3457 15.08844237 17471","2022-119T","53903","6917.867","95.437","540.597","538.868","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-13 12:48:13","898880","15.08852523","0.000113","53.2178","91.5432","86.7103","273.4019","0","999","1790","0.000045555","0.00000437","0","3743417","0 STARLINK-5022","1 53903U 22119T   23013.53349420  .00000437  00000-0  45555-4 0  9996","2 53903  53.2178  91.5432 0001130  86.7103 273.4019 15.08852523 17904","2022-119T","53903","6917.842","95.437","540.489","538.925","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-13 14:23:36","945888","15.08849796","0.0001166","53.2175","91.245","93.8534","266.2592","0","999","1749","0.000096244","0.00001245","0","3743466","0 STARLINK-5022","1 53903U 22119T   23013.59973317  .00001245  00000-0  96244-4 0  9999","2 53903  53.2175  91.2450 0001166  93.8534 266.2592 15.08849796 17492","2022-119T","53903","6917.850","95.437","540.522","538.909","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-13 14:23:36","945888","15.08849796","0.0001166","53.2175","91.245","93.8534","266.2592","0","999","1791","0.000096244","0.00001245","0","3743722","0 STARLINK-5022","1 53903U 22119T   23013.59973317  .00001245  00000-0  96244-4 0  9999","2 53903  53.2175  91.2450 0001166  93.8534 266.2592 15.08849796 17919","2022-119T","53903","6917.850","95.437","540.522","538.909","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-13 22:20:33","248832","15.08842192","0.0000971","53.2172","89.7581","82.8086","277.3016","0","999","1754","-0.000023346","-0.00000659","0","3743821","0 STARLINK-5022","1 53903U 22119T   23013.93094038 -.00000659  00000-0 -23346-4 0  9994","2 53903  53.2172  89.7581 0000971  82.8086 277.3016 15.08842192 17542","2022-119T","53903","6917.874","95.437","540.410","539.067","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-15 04:32:53","784960","15.0882831","0.0001267","53.2182","84.1107","86.5441","273.5696","0","999","1773","-0.000056921","-0.00001193","0","3745328","0 STARLINK-5022","1 53903U 22119T   23015.18951140 -.00001193  00000-0 -56921-4 0  9998","2 53903  53.2182  84.1107 0001267  86.5441 273.5696 15.08828310 17730","2022-119T","53903","6917.916","95.438","540.658","538.905","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-15 10:54:25","699104","15.08837372","0.0001477","53.2176","82.9219","90.9433","269.1728","0","999","1777","0.000018002","-0.00000001","0","3746115","0 STARLINK-5022","1 53903U 22119T   23015.45446411 -.00000001  00000-0  18002-4 0  9992","2 53903  53.2176  82.9219 0001477  90.9433 269.1728 15.08837372 17775","2022-119T","53903","6917.888","95.438","540.775","538.732","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-15 10:54:25","699104","15.08837372","0.0001477","53.2176","82.9219","90.9433","269.1728","0","999","1819","0.000018002","-0.00000001","0","3747091","0 STARLINK-5022","1 53903U 22119T   23015.45446411 -.00000001  00000-0  18002-4 0  9992","2 53903  53.2176  82.9219 0001477  90.9433 269.1728 15.08837372 18192","2022-119T","53903","6917.888","95.438","540.775","538.732","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-16 10:45:10","693152","15.08863385","0.0000995","53.2169","78.4596","94.4207","265.6899","0","999","1792","0.00015036","0.00002107","0","3748844","0 STARLINK-5022","1 53903U 22119T   23016.44804043  .00002107  00000-0  15036-3 0  9992","2 53903  53.2169  78.4596 0000995  94.4207 265.6899 15.08863385 17927","2022-119T","53903","6917.809","95.436","540.362","538.986","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-16 12:20:33","622656","15.08865318","0.0001047","53.2174","78.1625","95.0229","265.0883","0","999","1835","0.000163","0.00002309","0","3749606","0 STARLINK-5022","1 53903U 22119T   23016.51427804  .00002309  00000-0  16300-3 0  9995","2 53903  53.2174  78.1625 0001047  95.0229 265.0883 15.08865318 18356","2022-119T","53903","6917.803","95.436","540.392","538.944","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-16 13:55:56","637696","15.08865952","0.0001005","53.2173","77.8649","94.4795","265.6312","0","999","1836","0.00016452","0.00002333","0","3750956","0 STARLINK-5022","1 53903U 22119T   23016.58051664  .00002333  00000-0  16452-3 0  9994","2 53903  53.2173  77.8649 0001005  94.4795 265.6312 15.08865952 18360","2022-119T","53903","6917.801","95.436","540.361","538.971","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-17 04:14:29","555808","15.08807805","0.0001532","53.2164","75.1882","116.1681","243.9469","0","999","1803","-0.00021492","-0.00003704","0","3751045","0 STARLINK-5022","1 53903U 22119T   23017.17673097 -.00003704  00000-0 -21492-3 0  9995","2 53903  53.2164  75.1882 0001532 116.1681 243.9469 15.08807805 18030","2022-119T","53903","6917.979","95.440","540.904","538.784","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-17 04:14:29","555808","15.08807805","0.0001532","53.2164","75.1882","116.1681","243.9469","0","999","1845","-0.00021492","-0.00003704","0","3753023","0 STARLINK-5022","1 53903U 22119T   23017.17673097 -.00003704  00000-0 -21492-3 0  9995","2 53903  53.2164  75.1882 0001532 116.1681 243.9469 15.08807805 18456","2022-119T","53903","6917.979","95.440","540.904","538.784","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-18 04:05:16","210464","15.08834885","0.0000629","53.2188","70.7279","121.6786","238.4267","0","999","1818","-0.00022793","-0.00003913","0","3753369","0 STARLINK-5022","1 53903U 22119T   23018.17032651 -.00003913  00000-0 -22793-3 0  9998","2 53903  53.2188  70.7279 0000629 121.6786 238.4267 15.08834885 18189","2022-119T","53903","6917.896","95.438","540.196","539.326","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-18 10:26:46","494240","15.08862165","0.0000906","53.2182","69.5378","110.0526","250.0564","0","999","1822","0.0000063419","-0.00000187","0","3753762","0 STARLINK-5022","1 53903U 22119T   23018.43526035 -.00000187  00000-0  63419-5 0  9992","2 53903  53.2182  69.5378 0000906 110.0526 250.0564 15.08862165 18228","2022-119T","53903","6917.813","95.436","540.304","539.051","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-18 10:26:46","494240","15.08862165","0.0000906","53.2182","69.5378","110.0526","250.0564","0","999","1864","0.0000063419","-0.00000187","0","3753951","0 STARLINK-5022","1 53903U 22119T   23018.43526035 -.00000187  00000-0  63419-5 0  9992","2 53903  53.2182  69.5378 0000906 110.0526 250.0564 15.08862165 18644","2022-119T","53903","6917.813","95.436","540.304","539.051","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-18 19:59:05","40672","15.08861279","0.0000924","53.2183","67.7538","107.1339","252.9755","0","999","1870","0.000002757","-0.00000244","0","3754254","0 STARLINK-5022","1 53903U 22119T   23018.83269723 -.00000244  00000-0  27570-5 0  9996","2 53903  53.2183  67.7538 0000924 107.1339 252.9755 15.08861279 18707","2022-119T","53903","6917.815","95.436","540.320","539.041","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-19 03:56:02","191200","15.08831581","0.0000815","53.2186","66.2665","123.3452","236.7618","0","999","1833","0.00010672","0.00001411","0","3754313","0 STARLINK-5022","1 53903U 22119T   23019.16391425  .00001411  00000-0  10672-3 0  9997","2 53903  53.2186  66.2665 0000815 123.3452 236.7618 15.08831581 18330","2022-119T","53903","6917.906","95.438","540.335","539.207","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-19 07:06:47","991456","15.08839299","0.0000421","53.2204","65.6748","112.8492","247.2545","0","999","1835","0.00015579","0.00002193","0","3754678","0 STARLINK-5022","1 53903U 22119T   23019.29638879  .00002193  00000-0  15579-3 0  9997","2 53903  53.2204  65.6748 0000421 112.8492 247.2545 15.08839299 18358","2022-119T","53903","6917.883","95.438","540.039","539.456","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-19 10:17:33","750240","15.08845554","0.0000352","53.2182","65.0782","96.3053","263.7979","0","999","1879","0.00021018","0.0000306","0","3754973","0 STARLINK-5022","1 53903U 22119T   23019.42886285  .00003060  00000-0  21018-3 0  9997","2 53903  53.2182  65.0782 0000352  96.3053 263.7979 15.08845554 18790","2022-119T","53903","6917.863","95.437","539.972","539.485","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-20 02:11:25","884384","15.08879521","0.0001912","53.218","62.1082","100.5499","259.5709","0","999","1847","-0.00044605","-0.00007388","0","3755329","0 STARLINK-5022","1 53903U 22119T   23020.09127181 -.00007388  00000-0 -44605-3 0  9991","2 53903  53.2180  62.1082 0001912 100.5499 259.5709 15.08879521 18474","2022-119T","53903","6917.760","95.435","540.947","538.302","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-20 11:43:44","912064","15.0884389","0.0001218","53.2183","60.3204","103.7876","256.3252","0","999","1853","-0.000052374","-0.00001121","0","3755818","0 STARLINK-5022","1 53903U 22119T   23020.48871426 -.00001121  00000-0 -52374-4 0  9994","2 53903  53.2183  60.3204 0001218 103.7876 256.3252 15.08843890 18531","2022-119T","53903","6917.868","95.437","540.576","538.891","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-20 11:43:44","912064","15.0884389","0.0001218","53.2183","60.3204","103.7876","256.3252","0","999","1895","-0.000052374","-0.00001121","0","3755973","0 STARLINK-5022","1 53903U 22119T   23020.48871426 -.00001121  00000-0 -52374-4 0  9994","2 53903  53.2183  60.3204 0001218 103.7876 256.3252 15.08843890 18957","2022-119T","53903","6917.868","95.437","540.576","538.891","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-21 03:37:36","862176","15.08831475","0.0000899","53.2182","57.3468","83.1748","276.9347","0","999","1863","-0.000057521","-0.00001203","0","3756319","0 STARLINK-5022","1 53903U 22119T   23021.15112109 -.00001203  00000-0 -57521-4 0  9995","2 53903  53.2182  57.3468 0000899  83.1748 276.9347 15.08831475 18631","2022-119T","53903","6917.906","95.438","540.393","539.150","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-21 09:59:08","453184","15.08849284","0.0001077","53.2178","56.158","82.8929","277.2186","0","999","1867","-0.000034324","-0.00000834","0","3756863","0 STARLINK-5022","1 53903U 22119T   23021.41607006 -.00000834  00000-0 -34324-4 0  9994","2 53903  53.2178  56.1580 0001077  82.8929 277.2186 15.08849284 18670","2022-119T","53903","6917.852","95.437","540.462","538.972","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-22 11:25:17","785920","15.08851925","0.0001225","53.2186","51.399","82.0141","278.0991","0","999","1883","0.00017571","0.00002511","0","3757653","0 STARLINK-5022","1 53903U 22119T   23022.47590030  .00002511  00000-0  17571-3 0  9995","2 53903  53.2186  51.3990 0001225  82.0141 278.0991 15.08851925 18830","2022-119T","53903","6917.844","95.437","540.556","538.862","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-23 01:43:48","26496","15.0882516","0.0000883","53.2198","48.7245","68.9751","291.1336","0","999","1892","-0.000018091","-0.00000575","0","3758313","0 STARLINK-5022","1 53903U 22119T   23023.07208364 -.00000575  00000-0 -18091-4 0  9997","2 53903  53.2198  48.7245 0000883  68.9751 291.1336 15.08825160 18926","2022-119T","53903","6917.926","95.438","540.402","539.180","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-23 08:05:20","98752","15.08837629","0.0001383","53.2178","47.533","88.1887","271.9264","0","999","1896","-0.000032981","-0.00000813","0","3758948","0 STARLINK-5022","1 53903U 22119T   23023.33703818 -.00000813  00000-0 -32981-4 0  9999","2 53903  53.2178  47.5330 0001383  88.1887 271.9264 15.08837629 18969","2022-119T","53903","6917.888","95.438","540.709","538.796","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-25 01:25:21","936288","15.08833652","0.0001742","53.2193","39.8028","102.9059","257.2128","0","999","1922","0.00002823","0.00000161","0","3760300","0 STARLINK-5022","1 53903U 22119T   23025.05928167  .00000161  00000-0  28230-4 0  9992","2 53903  53.2193  39.8028 0001742 102.9059 257.2128 15.08833652 19227","2022-119T","53903","6917.900","95.438","540.970","538.560","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-25 07:46:54","192576","15.08837095","0.0001475","53.2179","38.6152","91.7087","268.4074","0","999","1968","0.000088062","0.00001114","0","3761297","0 STARLINK-5022","1 53903U 22119T   23025.32423834  .00001114  00000-0  88062-4 0  9991","2 53903  53.2179  38.6152 0001475  91.7087 268.4074 15.08837095 19684","2022-119T","53903","6917.889","95.438","540.775","538.734","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-25 17:19:13","403424","15.08834416","0.0001421","53.2181","36.8302","90.2575","269.858","0","999","1974","0.000025585","0.00000119","0","3761360","0 STARLINK-5022","1 53903U 22119T   23025.72168291  .00000119  00000-0  25585-4 0  9993","2 53903  53.2181  36.8302 0001421  90.2575 269.8580 15.08834416 19749","2022-119T","53903","6917.897","95.438","540.745","538.779","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-26 07:37:41","228256","15.08842103","0.0001405","53.2185","34.156","88.486","271.6293","0","999","1941","0.000067292","0.00000783","0","3761810","0 STARLINK-5022","1 53903U 22119T   23026.31783829  .00000783  00000-0  67292-4 0  9997","2 53903  53.2185  34.1560 0001405  88.4860 271.6293 15.08842103 19416","2022-119T","53903","6917.874","95.437","540.711","538.767","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2023-01-26 07:37:41","228256","15.08842103","0.0001405","53.2185","34.156","88.486","271.6293","0","999","1983","0.000067292","0.00000783","0","3761951","0 STARLINK-5022","1 53903U 22119T   23026.31783829  .00000783  00000-0  67292-4 0  9997","2 53903  53.2185  34.1560 0001405  88.4860 271.6293 15.08842103 19832","2022-119T","53903","6917.874","95.437","540.711","538.767","0"
